run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,authorship_state
R011,C006,Pangram,4.0,1,2026-08-27,2026-08-27T10:14:52,11,ok,fraction_ai,0.1889,18.9% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.1889, ""fraction_ai_assisted"": 0.1997, ""fraction_human"": 0.6114, ""scanned_at"": ""2026-08-27T10:14:52"", ""status"": ""ok""}",AI,News article,,812,100,"Claude 4 Sonnet, wire-style prompt",2026-08-01,fully_AI
R012,C014,Pangram,4.0,1,2026-08-27,2026-08-27T10:15:47,12,ok,fraction_ai,0.6176,61.8% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.6176, ""fraction_ai_assisted"": 0.1436, ""fraction_human"": 0.2388, ""scanned_at"": ""2026-08-27T10:15:47"", ""status"": ""ok""}",AI,Creative fiction,,797,100,"Claude 4 Sonnet, literary short story",2026-08-14,fully_AI
R013,C078,Pangram,4.0,1,2026-08-27,2026-08-27T10:17:53,13,ok,fraction_ai,0.92,92.0% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""AI"", ""headline"": ""AI Generated"", ""fraction_ai"": 0.92, ""fraction_ai_assisted"": 0.08, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-27T10:17:53"", ""status"": ""ok""}",Human,Blog / opinion,Templated,234,0,"HR welcome email template, regional hospital system",2018-08-04,human_stress
R014,C020,Pangram,4.0,1,2026-08-27,2026-08-27T10:18:30,14,ok,fraction_ai,0.457,45.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.457, ""fraction_ai_assisted"": 0.1902, ""fraction_human"": 0.3528, ""scanned_at"": ""2026-08-27T10:18:30"", ""status"": ""ok""}",AI,Business / professional,,766,100,"Llama 3.3 70B, vendor letter prompt",2026-08-22,fully_AI
R015,C060,Pangram,4.0,1,2026-08-27,2026-08-27T10:19:49,15,ok,fraction_ai,0.5889,58.9% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.5889, ""fraction_ai_assisted"": 0.2137, ""fraction_human"": 0.1974, ""scanned_at"": ""2026-08-27T10:19:49"", ""status"": ""ok""}",Hybrid,Creative fiction,,572,50,2011 workshop story + Gemini 2.0 Flash replacements (50%),2026-08-22,hybrid
R016,C049,Pangram,4.0,1,2026-08-27,2026-08-27T10:21:37,16,ok,fraction_ai,0.2043,20.4% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.2043, ""fraction_ai_assisted"": 0.0592, ""fraction_human"": 0.7365, ""scanned_at"": ""2026-08-27T10:21:37"", ""status"": ""ok""}",Human,Technical how-to,,565,0,"AWS Elastic Beanstalk Developer Guide, 'Deploying a Flask app,' archived HTML",2015-10-29,human
R017,C050,Pangram,4.0,1,2026-08-27,2026-08-27T10:22:45,17,ok,fraction_ai,0.5124,51.2% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.5124, ""fraction_ai_assisted"": 0.2569, ""fraction_human"": 0.2307, ""scanned_at"": ""2026-08-27T10:22:45"", ""status"": ""ok""}",Hybrid,Academic essay,,901,25,1911 Britannica agriculture article + GPT-4o replacements (25% by words),2026-08-12,AI_assisted
R018,C005,Pangram,4.0,1,2026-08-27,2026-08-27T10:23:33,18,ok,fraction_ai,0.8502,85.0% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""AI"", ""headline"": ""AI Generated"", ""fraction_ai"": 0.8502, ""fraction_ai_assisted"": 0.0454, ""fraction_human"": 0.1044, ""scanned_at"": ""2026-08-27T10:23:33"", ""status"": ""ok""}",AI,News article,,521,100,"GPT-4o, news desk prompt",2026-07-30,fully_AI
R019,C003,Pangram,4.0,1,2026-08-27,2026-08-27T10:24:17,19,ok,fraction_ai,0.3734,37.3% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.3734, ""fraction_ai_assisted"": 0.3035, ""fraction_human"": 0.3231, ""scanned_at"": ""2026-08-27T10:24:17"", ""status"": ""ok""}",AI,Academic essay,,583,100,"Gemini 2.0 Flash, long-form setting",2026-07-25,fully_AI
R020,C021,Pangram,4.0,1,2026-08-27,2026-08-27T10:25:37,20,ok,fraction_ai,0.6319,63.2% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.6319, ""fraction_ai_assisted"": 0.1114, ""fraction_human"": 0.2567, ""scanned_at"": ""2026-08-27T10:25:37"", ""status"": ""ok""}",AI,Marketing copy,,502,100,"GPT-4o, landing-page prompt",2026-07-19,fully_AI
R021,C062,Pangram,4.0,1,2026-08-27,2026-08-27T10:26:53,21,ok,fraction_ai,0.5073,50.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.5073, ""fraction_ai_assisted"": 0.233, ""fraction_human"": 0.2597, ""scanned_at"": ""2026-08-27T10:26:53"", ""status"": ""ok""}",Hybrid,Business / professional,,676,25,2016 quarterly letter + GPT-4o replacements (25%),2026-08-12,AI_assisted
R022,C036,Pangram,4.0,1,2026-08-27,2026-08-27T10:28:23,22,ok,fraction_ai,0.223,22.3% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.223, ""fraction_ai_assisted"": 0.0996, ""fraction_human"": 0.6774, ""scanned_at"": ""2026-08-27T10:28:23"", ""status"": ""ok""}",Human,Blog / opinion,,854,0,"Heather Havrilesky, Ask Polly column, The Cut",2019-03-06,human
R023,C058,Pangram,4.0,1,2026-08-27,2026-08-27T10:29:07,23,ok,fraction_ai,0.5552,55.5% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.5552, ""fraction_ai_assisted"": 0.054, ""fraction_human"": 0.3908, ""scanned_at"": ""2026-08-27T10:29:07"", ""status"": ""ok""}",Hybrid,Blog / opinion,,841,75,2014 LiveJournal entry + GPT-4o replacements (75%),2026-08-20,rewritten_AI
R024,C009,Pangram,4.0,1,2026-08-27,2026-08-27T10:31:02,24,ok,fraction_ai,0.761,76.1% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.761, ""fraction_ai_assisted"": 0.1086, ""fraction_human"": 0.1304, ""scanned_at"": ""2026-08-27T10:31:02"", ""status"": ""ok""}",AI,Blog / opinion,,716,100,"GPT-4o, first-person blog prompt",2026-08-07,fully_AI
R025,C088,Pangram,4.0,1,2026-08-27,2026-08-27T10:32:40,25,ok,fraction_ai,0.4003,40.0% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.4003, ""fraction_ai_assisted"": 0.1996, ""fraction_human"": 0.4001, ""scanned_at"": ""2026-08-27T10:32:40"", ""status"": ""ok""}",Human,Marketing copy,Short,129,0,"Museum wall label, Cleveland Museum of Art collection notes",2019-08-30,human_stress
R026,C038,Pangram,4.0,1,2026-08-27,2026-08-27T10:33:40,26,ok,fraction_ai,0.4234,42.3% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.4234, ""fraction_ai_assisted"": 0.0105, ""fraction_human"": 0.5661, ""scanned_at"": ""2026-08-27T10:33:40"", ""status"": ""ok""}",Human,Creative fiction,,596,0,"Willa Cather, My Ántonia, Book I, ch. 2 (Houghton Mifflin)",1918-09-21,human
R027,C086,Pangram,4.0,1,2026-08-27,2026-08-27T10:35:18,27,ok,fraction_ai,0.5517,55.2% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.5517, ""fraction_ai_assisted"": 0.0916, ""fraction_human"": 0.3567, ""scanned_at"": ""2026-08-27T10:35:18"", ""status"": ""ok""}",Human,Marketing copy,Short,114,0,"Craigslist missed-connections post, San Francisco",2014-05-19,human_stress
R028,C083,Pangram,4.0,1,2026-08-27,2026-08-27T10:36:12,28,ok,fraction_ai,0.6007,60.1% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.6007, ""fraction_ai_assisted"": 0.1628, ""fraction_human"": 0.2365, ""scanned_at"": ""2026-08-27T10:36:12"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,701,0,"Commercial lease, Article 12 indemnity clause, Cook County filing",2015-07-30,human_stress
R029,C037,Pangram,4.0,1,2026-08-27,2026-08-27T10:38:11,29,ok,fraction_ai,0.2379,23.8% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.2379, ""fraction_ai_assisted"": 0.2245, ""fraction_human"": 0.5376, ""scanned_at"": ""2026-08-27T10:38:11"", ""status"": ""ok""}",Human,Blog / opinion,,609,0,"Tim Carmody, kottke.org weekday post",2019-09-18,human
R030,C041,Pangram,4.0,1,2026-08-27,2026-08-27T10:39:27,30,ok,fraction_ai,0.28,28.0% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.28, ""fraction_ai_assisted"": 0.1669, ""fraction_human"": 0.5531, ""scanned_at"": ""2026-08-27T10:39:27"", ""status"": ""ok""}",Human,Business / professional,,521,0,"Internal strategy memo, Midland Credit Union board packet",2016-02-17,human
R031,C045,Pangram,4.0,1,2026-08-27,2026-08-27T10:40:46,31,ok,fraction_ai,0.3035,30.3% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.3035, ""fraction_ai_assisted"": 0.1075, ""fraction_human"": 0.589, ""scanned_at"": ""2026-08-27T10:40:46"", ""status"": ""ok""}",Human,Marketing copy,,601,0,"Spring lookbook copy, Patagonia Worn Wear",2017-03-14,human
R032,C015,Pangram,4.0,1,2026-08-27,2026-08-27T10:42:38,32,ok,fraction_ai,0.1683,16.8% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.1683, ""fraction_ai_assisted"": 0.0231, ""fraction_human"": 0.8086, ""scanned_at"": ""2026-08-27T10:42:38"", ""status"": ""ok""}",AI,Creative fiction,,944,100,"Gemini 2.0 Flash, scene-only prompt",2026-08-15,fully_AI
R033,C052,Pangram,4.0,1,2026-08-27,2026-08-27T10:44:33,33,ok,fraction_ai,0.1239,12.4% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.1239, ""fraction_ai_assisted"": 0.0, ""fraction_human"": 0.8761, ""scanned_at"": ""2026-08-27T10:44:33"", ""status"": ""ok""}",Hybrid,Academic essay,,501,75,2016 tenure statement + Gemini 2.0 Flash replacements (75%),2026-08-14,rewritten_AI
R034,C047,Pangram,4.0,1,2026-08-27,2026-08-27T10:45:21,34,ok,fraction_ai,0.0766,7.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.0766, ""fraction_ai_assisted"": 0.0999, ""fraction_human"": 0.8235, ""scanned_at"": ""2026-08-27T10:45:21"", ""status"": ""ok""}",Human,Technical how-to,,462,0,"PostgreSQL 9.4 documentation, 'Concurrency Control'",2014-12-18,human
R035,C042,Pangram,4.0,1,2026-08-27,2026-08-27T10:47:13,35,ok,fraction_ai,0.0399,4.0% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.0399, ""fraction_ai_assisted"": 0.0613, ""fraction_human"": 0.8988, ""scanned_at"": ""2026-08-27T10:47:13"", ""status"": ""ok""}",Human,Business / professional,,556,0,"All-staff note, Harborview Medical Center operations",2016-09-02,human
R036,C071,Pangram,4.0,1,2026-08-27,2026-08-27T10:48:56,36,ok,fraction_ai,0.7171,71.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.7171, ""fraction_ai_assisted"": 0.1767, ""fraction_human"": 0.1062, ""scanned_at"": ""2026-08-27T10:48:56"", ""status"": ""ok""}",Human,Academic essay,ESL,524,0,"Placement essay, University of Helsinki English exam booklet",2018-04-12,human_stress
R037,C013,Pangram,4.0,1,2026-08-27,2026-08-27T10:50:24,37,ok,fraction_ai,0.4585,45.9% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.4585, ""fraction_ai_assisted"": 0.1862, ""fraction_human"": 0.3553, ""scanned_at"": ""2026-08-27T10:50:24"", ""status"": ""ok""}",AI,Creative fiction,,967,100,"GPT-4o, short-story prompt",2026-08-13,fully_AI
R038,C066,Pangram,4.0,1,2026-08-27,2026-08-27T10:51:46,38,ok,fraction_ai,0.682,68.2% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.682, ""fraction_ai_assisted"": 0.1903, ""fraction_human"": 0.1277, ""scanned_at"": ""2026-08-27T10:51:46"", ""status"": ""ok""}",Hybrid,Marketing copy,,808,50,2018 homepage draft + GPT-4o replacements (50%),2026-08-16,hybrid
R039,C070,Pangram,4.0,1,2026-08-27,2026-08-27T10:53:34,39,ok,fraction_ai,0.436,43.6% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.436, ""fraction_ai_assisted"": 0.2497, ""fraction_human"": 0.3143, ""scanned_at"": ""2026-08-27T10:53:34"", ""status"": ""ok""}",Hybrid,Technical how-to,,762,75,2017 runbook + GPT-4o replacements (75%),2026-08-20,rewritten_AI
R040,C081,Pangram,4.0,1,2026-08-27,2026-08-27T10:54:10,40,ok,fraction_ai,0.5247,52.5% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.5247, ""fraction_ai_assisted"": 0.2237, ""fraction_human"": 0.2516, ""scanned_at"": ""2026-08-27T10:54:10"", ""status"": ""ok""}",Human,Technical how-to,Technical,438,0,"FDA 2016 guidance excerpt, 'Human Factors Studies'",2016-02-03,human_stress
R041,C080,Pangram,4.0,1,2026-08-27,2026-08-27T10:54:57,41,ok,fraction_ai,0.4371,43.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.4371, ""fraction_ai_assisted"": 0.225, ""fraction_human"": 0.3379, ""scanned_at"": ""2026-08-27T10:54:57"", ""status"": ""ok""}",Human,Technical how-to,Technical,360,0,"IEEE 802.11-2012 clause excerpt, licensed reprint",2012-03-29,human_stress
R042,C061,Pangram,4.0,1,2026-08-27,2026-08-27T10:55:35,42,ok,fraction_ai,0.264,26.4% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.264, ""fraction_ai_assisted"": 0.2148, ""fraction_human"": 0.5212, ""scanned_at"": ""2026-08-27T10:55:35"", ""status"": ""ok""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,rewritten_AI
R043,C085,Pangram,4.0,1,2026-08-27,2026-08-27T10:56:31,43,ok,fraction_ai,0.446,44.6% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.446, ""fraction_ai_assisted"": 0.0264, ""fraction_human"": 0.5276, ""scanned_at"": ""2026-08-27T10:56:31"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,551,0,"Insurance policy definitions section, ISO HO-3 2011",2011-09-01,human_stress
R044,C075,Pangram,4.0,1,2026-08-27,2026-08-27T10:57:42,44,ok,fraction_ai,0.7883,78.8% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.7883, ""fraction_ai_assisted"": 0.0265, ""fraction_human"": 0.1852, ""scanned_at"": ""2026-08-27T10:57:42"", ""status"": ""ok""}",Human,News article,Translated,444,0,English translation of Asahi Shimbun local-government piece,2014-09-08,human_stress
R045,C002,Pangram,4.0,1,2026-08-27,2026-08-27T10:58:29,45,ok,fraction_ai,0.7352,73.5% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.7352, ""fraction_ai_assisted"": 0.115, ""fraction_human"": 0.1498, ""scanned_at"": ""2026-08-27T10:58:29"", ""status"": ""ok""}",AI,Academic essay,,834,100,"Claude 4 Sonnet, default settings",2026-07-22,fully_AI
R046,C090,Pangram,4.0,1,2026-08-27,2026-08-27T10:59:21,46,ok,fraction_ai,0.3396,34.0% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.3396, ""fraction_ai_assisted"": 0.0978, ""fraction_human"": 0.5626, ""scanned_at"": ""2026-08-27T10:59:21"", ""status"": ""ok""}",Human,Academic essay,Archaic,531,0,"John Ruskin, The Stones of Venice, vol. 2, ch. 6",1853-07-01,human_stress
R047,C004,Pangram,4.0,1,2026-08-27,2026-08-27T11:00:20,47,ok,fraction_ai,0.6584,65.8% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.6584, ""fraction_ai_assisted"": 0.1409, ""fraction_human"": 0.2007, ""scanned_at"": ""2026-08-27T11:00:20"", ""status"": ""ok""}",AI,Academic essay,,899,100,Llama 3.3 70B via Together endpoint,2026-07-27,fully_AI
R048,C040,Pangram,4.0,1,2026-08-27,2026-08-27T11:01:49,48,ok,fraction_ai,0.4534,45.3% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.4534, ""fraction_ai_assisted"": 0.1864, ""fraction_human"": 0.3602, ""scanned_at"": ""2026-08-27T11:01:49"", ""status"": ""ok""}",Human,Creative fiction,,405,0,"George Saunders, Tenth of December title story (Random House)",2013-01-08,human
R049,C064,Pangram,4.0,1,2026-08-27,2026-08-27T11:02:54,49,ok,fraction_ai,0.3992,39.9% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.3992, ""fraction_ai_assisted"": 0.1856, ""fraction_human"": 0.4152, ""scanned_at"": ""2026-08-27T11:02:54"", ""status"": ""ok""}",Hybrid,Business / professional,,802,75,2017 vendor RFP response + Gemini 2.0 Flash replacements (75%),2026-08-18,rewritten_AI
R050,C048,Pangram,4.0,1,2026-08-27,2026-08-27T11:03:35,50,ok,fraction_ai,0.2957,29.6% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""prediction_short"": ""Mixed"", ""headline"": ""AI Assisted"", ""fraction_ai"": 0.2957, ""fraction_ai_assisted"": 0.2835, ""fraction_human"": 0.4208, ""scanned_at"": ""2026-08-27T11:03:35"", ""status"": ""ok""}",Human,Technical how-to,,449,0,"Apple Technical Note TN2277 excerpt, developer library snapshot",2015-05-04,human
