run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,authorship_state
R011,C042,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:32:23,11,ok,class_probability_ai,0.115,HUMAN_ONLY (84.5% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.845, ""mixed"": 0.04, ""ai"": 0.115}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T12:32:23"", ""status"": ""ok""}",Human,Business / professional,,556,0,"All-staff note, Harborview Medical Center operations",2016-09-02,human
R012,C085,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:33:40,12,ok,class_probability_ai,0.391,AI_ONLY (39.1% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.249, ""mixed"": 0.36, ""ai"": 0.391}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T12:33:40"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,551,0,"Insurance policy definitions section, ISO HO-3 2011",2011-09-01,human_stress
R013,C077,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:35:43,13,ok,class_probability_ai,0.5243,AI_ONLY (52.4% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.2267, ""mixed"": 0.249, ""ai"": 0.5243}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T12:35:43"", ""status"": ""ok""}",Human,Blog / opinion,Templated,555,0,"Boilerplate 'about us' page, county parks department CMS",2013-06-21,human_stress
R014,C031,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:36:51,14,ok,class_probability_ai,0.2477,HUMAN_ONLY (71.2% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.7123, ""mixed"": 0.04, ""ai"": 0.2477}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T12:36:51"", ""status"": ""ok""}",Human,Academic essay,,730,0,"Jane Addams, Peace and Bread in Time of War, ch. 3",1922-03-15,human
R015,C002,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:37:26,15,ok,class_probability_ai,0.8529,AI_ONLY (85.3% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.0182, ""mixed"": 0.1288, ""ai"": 0.8529}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T12:37:26"", ""status"": ""ok""}",AI,Academic essay,,834,100,"Claude 4 Sonnet, default settings",2026-07-22,fully_AI
R016,C060,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:38:12,16,ok,class_probability_ai,0.7985,AI_ONLY (79.8% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.0292, ""mixed"": 0.1724, ""ai"": 0.7985}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T12:38:12"", ""status"": ""ok""}",Hybrid,Creative fiction,,572,50,2011 workshop story + Gemini 2.0 Flash replacements (50%),2026-08-22,hybrid
R017,C051,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:38:46,17,ok,class_probability_ai,0.1675,HUMAN_ONLY (74.7% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.7474, ""mixed"": 0.0851, ""ai"": 0.1675}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T12:38:46"", ""status"": ""ok""}",Hybrid,Academic essay,,799,50,2014 faculty senate minutes + Claude 4 Sonnet replacements (50%),2026-08-13,hybrid
R018,C058,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:40:01,18,ok,class_probability_ai,0.5326,AI_ONLY (53.3% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.2219, ""mixed"": 0.2455, ""ai"": 0.5326}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T12:40:01"", ""status"": ""ok""}",Hybrid,Blog / opinion,,841,75,2014 LiveJournal entry + GPT-4o replacements (75%),2026-08-20,rewritten_AI
R019,C029,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:41:41,19,ok,class_probability_ai,0.0837,HUMAN_ONLY (79.2% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.7915, ""mixed"": 0.1248, ""ai"": 0.0837}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T12:41:41"", ""status"": ""ok""}",Human,Academic essay,,850,0,"William James, 'The Moral Equivalent of War,' McClure's Magazine",1910-08-01,human
R020,C041,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:43:22,20,ok,class_probability_ai,0.183,HUMAN_ONLY (66.9% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.6693, ""mixed"": 0.1476, ""ai"": 0.183}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T12:43:22"", ""status"": ""ok""}",Human,Business / professional,,521,0,"Internal strategy memo, Midland Credit Union board packet",2016-02-17,human
R021,C087,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:44:08,21,error,class_probability_ai,,,,insufficient_text,Document below GPTZero recommended length for a stable classification.,"{""detector"": ""GPTZero"", ""version"": ""4.9b"", ""status"": ""error"", ""error_code"": ""insufficient_text"", ""error"": ""Document below GPTZero recommended length for a stable classification."", ""scanned_at"": ""2026-08-26T12:44:08""}",Human,Marketing copy,Short,60,0,"Product caption, Etsy listing (shop since closed)",2017-02-14,human_stress
R022,C015,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:45:59,22,ok,class_probability_ai,0.4517,AI_ONLY (45.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.2659, ""mixed"": 0.2824, ""ai"": 0.4517}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T12:45:59"", ""status"": ""ok""}",AI,Creative fiction,,944,100,"Gemini 2.0 Flash, scene-only prompt",2026-08-15,fully_AI
R023,C009,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:47:49,23,ok,class_probability_ai,0.8473,AI_ONLY (84.7% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.0195, ""mixed"": 0.1332, ""ai"": 0.8473}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T12:47:49"", ""status"": ""ok""}",AI,Blog / opinion,,716,100,"GPT-4o, first-person blog prompt",2026-08-07,fully_AI
R024,C008,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:49:19,24,ok,class_probability_ai,0.8078,AI_ONLY (80.8% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.1522, ""mixed"": 0.04, ""ai"": 0.8078}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T12:49:19"", ""status"": ""ok""}",AI,News article,,909,100,"Llama 3.3 70B, news brief prompt",2026-08-06,fully_AI
R025,C019,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:50:08,25,ok,class_probability_ai,0.7998,AI_ONLY (80.0% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.0906, ""mixed"": 0.1096, ""ai"": 0.7998}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T12:50:08"", ""status"": ""ok""}",AI,Business / professional,,631,100,"Gemini 2.0 Flash, policy brief prompt",2026-08-21,fully_AI
R026,C081,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:51:05,26,ok,class_probability_ai,0.1774,HUMAN_ONLY (78.3% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.7826, ""mixed"": 0.04, ""ai"": 0.1774}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T12:51:05"", ""status"": ""ok""}",Human,Technical how-to,Technical,438,0,"FDA 2016 guidance excerpt, 'Human Factors Studies'",2016-02-03,human_stress
R027,C003,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:52:35,27,ok,class_probability_ai,0.7678,AI_ONLY (76.8% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.0897, ""mixed"": 0.1425, ""ai"": 0.7678}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T12:52:35"", ""status"": ""ok""}",AI,Academic essay,,583,100,"Gemini 2.0 Flash, long-form setting",2026-07-25,fully_AI
R028,C084,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:53:59,28,ok,class_probability_ai,0.411,AI_ONLY (41.1% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.3633, ""mixed"": 0.2257, ""ai"": 0.411}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T12:53:59"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,573,0,"Appellate brief statement of facts, 7th Cir. public docket",2018-01-11,human_stress
R029,C070,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:56:03,29,ok,class_probability_ai,0.3856,AI_ONLY (38.6% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.3261, ""mixed"": 0.2883, ""ai"": 0.3856}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T12:56:03"", ""status"": ""ok""}",Hybrid,Technical how-to,,762,75,2017 runbook + GPT-4o replacements (75%),2026-08-20,rewritten_AI
R030,C062,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:57:55,30,ok,class_probability_ai,0.2914,HUMAN_ONLY (59.4% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.5942, ""mixed"": 0.1144, ""ai"": 0.2914}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T12:57:55"", ""status"": ""ok""}",Hybrid,Business / professional,,676,25,2016 quarterly letter + GPT-4o replacements (25%),2026-08-12,AI_assisted
R031,C034,GPTZero,4.9b,1,2026-08-26,2026-08-26T12:59:26,31,ok,class_probability_ai,0.0617,HUMAN_ONLY (80.9% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.8089, ""mixed"": 0.1295, ""ai"": 0.0617}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T12:59:26"", ""status"": ""ok""}",Human,News article,,557,0,"Reuters special report, California wildfire season",2018-11-27,human
R032,C064,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:00:09,32,ok,class_probability_ai,0.5725,AI_ONLY (57.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.1262, ""mixed"": 0.3013, ""ai"": 0.5725}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:00:09"", ""status"": ""ok""}",Hybrid,Business / professional,,802,75,2017 vendor RFP response + Gemini 2.0 Flash replacements (75%),2026-08-18,rewritten_AI
R033,C056,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:00:58,33,ok,class_probability_ai,0.5545,AI_ONLY (55.5% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.2502, ""mixed"": 0.1953, ""ai"": 0.5545}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:00:58"", ""status"": ""ok""}",Hybrid,Blog / opinion,,786,25,2015 personal blog post + Gemini 2.0 Flash replacements (25%),2026-08-18,AI_assisted
R034,C088,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:01:36,34,ok,class_probability_ai,0.359,HUMAN_ONLY (36.4% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.3638, ""mixed"": 0.2773, ""ai"": 0.359}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:01:36"", ""status"": ""ok""}",Human,Marketing copy,Short,129,0,"Museum wall label, Cleveland Museum of Art collection notes",2019-08-30,human_stress
R035,C014,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:02:25,35,ok,class_probability_ai,0.5227,AI_ONLY (52.3% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.2751, ""mixed"": 0.2022, ""ai"": 0.5227}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:02:25"", ""status"": ""ok""}",AI,Creative fiction,,797,100,"Claude 4 Sonnet, literary short story",2026-08-14,fully_AI
R036,C045,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:04:26,36,ok,class_probability_ai,0.3323,MIXED (38.4% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""human"": 0.2833, ""mixed"": 0.3844, ""ai"": 0.3323}, ""predicted_class"": ""mixed"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:04:26"", ""status"": ""ok""}",Human,Marketing copy,,601,0,"Spring lookbook copy, Patagonia Worn Wear",2017-03-14,human
R037,C046,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:06:29,37,ok,class_probability_ai,0.0355,HUMAN_ONLY (84.6% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.8463, ""mixed"": 0.1181, ""ai"": 0.0355}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T13:06:29"", ""status"": ""ok""}",Human,Marketing copy,,363,0,"Holiday insert, Powell's Books in-store flyer",2017-11-09,human
R038,C006,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:07:09,38,ok,class_probability_ai,0.6519,AI_ONLY (65.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.0616, ""mixed"": 0.2865, ""ai"": 0.6519}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:07:09"", ""status"": ""ok""}",AI,News article,,812,100,"Claude 4 Sonnet, wire-style prompt",2026-08-01,fully_AI
R039,C071,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:08:59,39,ok,class_probability_ai,0.4561,AI_ONLY (45.6% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.2506, ""mixed"": 0.2933, ""ai"": 0.4561}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:08:59"", ""status"": ""ok""}",Human,Academic essay,ESL,524,0,"Placement essay, University of Helsinki English exam booklet",2018-04-12,human_stress
R040,C027,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:10:43,40,ok,class_probability_ai,0.8589,AI_ONLY (85.9% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.0505, ""mixed"": 0.0906, ""ai"": 0.8589}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T13:10:43"", ""status"": ""ok""}",AI,Technical how-to,,765,100,"Gemini 2.0 Flash, CLI how-to prompt",2026-08-11,fully_AI
R041,C044,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:11:43,41,ok,class_probability_ai,0.1489,HUMAN_ONLY (70.8% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.7079, ""mixed"": 0.1432, ""ai"": 0.1489}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:11:43"", ""status"": ""ok""}",Human,Marketing copy,,569,0,"Fall 2017 print catalog, Schoolhouse Electric",2017-08-22,human
R042,C061,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:12:28,42,ok,class_probability_ai,0.709,AI_ONLY (70.9% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.0263, ""mixed"": 0.2647, ""ai"": 0.709}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:12:28"", ""status"": ""ok""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,rewritten_AI
R043,C048,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:14:09,43,ok,class_probability_ai,0.0886,HUMAN_ONLY (76.3% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.7631, ""mixed"": 0.1483, ""ai"": 0.0886}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T13:14:09"", ""status"": ""ok""}",Human,Technical how-to,,449,0,"Apple Technical Note TN2277 excerpt, developer library snapshot",2015-05-04,human
R044,C054,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:15:37,44,ok,class_probability_ai,0.3073,HUMAN_ONLY (65.3% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.6527, ""mixed"": 0.04, ""ai"": 0.3073}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:15:37"", ""status"": ""ok""}",Hybrid,News article,,723,50,2019 city-council recap + GPT-4o replacements (50%),2026-08-16,hybrid
R045,C059,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:16:36,45,ok,class_probability_ai,0.4117,AI_ONLY (41.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.2404, ""mixed"": 0.3479, ""ai"": 0.4117}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:16:36"", ""status"": ""ok""}",Hybrid,Creative fiction,,628,25,2013 short-story draft + Claude 4 Sonnet replacements (25%),2026-08-21,AI_assisted
R046,C065,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:18:29,46,ok,class_probability_ai,0.3051,HUMAN_ONLY (51.8% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.5184, ""mixed"": 0.1766, ""ai"": 0.3051}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""scanned_at"": ""2026-08-26T13:18:29"", ""status"": ""ok""}",Hybrid,Marketing copy,,564,25,2014 product insert + Llama 3.3 70B replacements (25%),2026-08-13,AI_assisted
R047,C024,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:19:52,47,ok,class_probability_ai,0.8225,AI_ONLY (82.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""human"": 0.0198, ""mixed"": 0.1577, ""ai"": 0.8225}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T13:19:52"", ""status"": ""ok""}",AI,Marketing copy,,888,100,"Llama 3.3 70B, catalog blurb prompt",2026-08-02,fully_AI
R048,C039,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:21:32,48,ok,class_probability_ai,0.1284,HUMAN_ONLY (73.6% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""human"": 0.7361, ""mixed"": 0.1355, ""ai"": 0.1284}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""scanned_at"": ""2026-08-26T13:21:32"", ""status"": ""ok""}",Human,Creative fiction,,733,0,"Ursula K. Le Guin, 'The Ones Who Walk Away from Omelas,' 1973 reprint",1973-10-01,human
