run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,authorship_state
R011,C011,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:45:40,11,ok,ai_percent,86,86% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 86, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:45:40"", ""status"": ""ok""}",AI,Blog / opinion,,985,100,"Gemini 2.0 Flash, Substack-style prompt",2026-08-10,fully_AI
R012,C012,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:46:19,12,ok,ai_percent,74,74% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 74, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:46:19"", ""status"": ""ok""}",AI,Blog / opinion,,746,100,"Llama 3.3 70B, personal essay prompt",2026-08-12,fully_AI
R013,C054,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:47:24,13,ok,ai_percent,34,34% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 34, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:47:24"", ""status"": ""ok""}",Hybrid,News article,,723,50,2019 city-council recap + GPT-4o replacements (50%),2026-08-16,hybrid
R014,C073,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:49:05,14,ok,ai_percent,40,40% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 40, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:49:05"", ""status"": ""ok""}",Human,Academic essay,ESL,478,0,"Erasmus application statement, University of Coimbra",2019-01-22,human_stress
R015,C064,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:49:48,15,ok,ai_percent,37,37% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 37, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:49:48"", ""status"": ""ok""}",Hybrid,Business / professional,,802,75,2017 vendor RFP response + Gemini 2.0 Flash replacements (75%),2026-08-18,rewritten_AI
R016,C006,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:50:40,16,ok,ai_percent,92,92% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 92, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:50:40"", ""status"": ""ok""}",AI,News article,,812,100,"Claude 4 Sonnet, wire-style prompt",2026-08-01,fully_AI
R017,C085,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:51:44,17,ok,ai_percent,37,37% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 37, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:51:44"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,551,0,"Insurance policy definitions section, ISO HO-3 2011",2011-09-01,human_stress
R018,C032,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:52:42,18,ok,ai_percent,11,11% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 11, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:52:42"", ""status"": ""ok""}",Human,News article,,569,0,"Sarah Kliff, Vox feature on emergency-room billing",2018-02-14,human
R019,C062,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:54:49,19,ok,ai_percent,37,37% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 37, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:54:49"", ""status"": ""ok""}",Hybrid,Business / professional,,676,25,2016 quarterly letter + GPT-4o replacements (25%),2026-08-12,AI_assisted
R020,C022,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:56:09,20,ok,ai_percent,65,65% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 65, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:56:09"", ""status"": ""ok""}",AI,Marketing copy,,651,100,"Claude 4 Sonnet, product page prompt",2026-07-23,fully_AI
R021,C053,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:57:43,21,ok,ai_percent,66,66% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 66, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:57:43"", ""status"": ""ok""}",Hybrid,News article,,757,25,2018 local news brief + Llama 3.3 70B replacements (25%),2026-08-15,AI_assisted
R022,C018,Copyleaks,2026.08,1,2026-08-26,2026-08-26T15:58:59,22,ok,ai_percent,77,77% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 77, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T15:58:59"", ""status"": ""ok""}",AI,Business / professional,,954,100,"Claude 4 Sonnet, board update prompt",2026-08-19,fully_AI
R023,C082,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:00:00,23,ok,ai_percent,16,16% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 16, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:00:00"", ""status"": ""ok""}",Human,Technical how-to,Technical,562,0,NIST SP 800-63-3 section 5 prose (public domain U.S. government),2017-06-22,human_stress
R024,C023,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:00:58,24,ok,ai_percent,90,90% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 90, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:00:58"", ""status"": ""ok""}",AI,Marketing copy,,894,100,"Gemini 2.0 Flash, email campaign prompt",2026-07-28,fully_AI
R025,C010,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:01:58,25,ok,ai_percent,86,86% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 86, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:01:58"", ""status"": ""ok""}",AI,Blog / opinion,,443,100,"Claude 4 Sonnet, opinion column prompt",2026-08-09,fully_AI
R026,C015,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:03:52,26,ok,ai_percent,46,46% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 46, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:03:52"", ""status"": ""ok""}",AI,Creative fiction,,944,100,"Gemini 2.0 Flash, scene-only prompt",2026-08-15,fully_AI
R027,C052,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:05:57,27,ok,ai_percent,35,35% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 35, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:05:57"", ""status"": ""ok""}",Hybrid,Academic essay,,501,75,2016 tenure statement + Gemini 2.0 Flash replacements (75%),2026-08-14,rewritten_AI
R028,C078,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:06:36,28,ok,ai_percent,30,30% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 30, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:06:36"", ""status"": ""ok""}",Human,Blog / opinion,Templated,234,0,"HR welcome email template, regional hospital system",2018-08-04,human_stress
R029,C055,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:07:36,29,ok,ai_percent,73,73% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 73, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:07:36"", ""status"": ""ok""}",Hybrid,News article,,721,75,2017 wire story + Claude 4 Sonnet replacements (75%),2026-08-17,rewritten_AI
R030,C024,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:08:20,30,ok,ai_percent,92,92% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 92, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:08:20"", ""status"": ""ok""}",AI,Marketing copy,,888,100,"Llama 3.3 70B, catalog blurb prompt",2026-08-02,fully_AI
R031,C043,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:09:00,31,ok,ai_percent,9,9% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 9, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:09:00"", ""status"": ""ok""}",Human,Business / professional,,777,0,"Client closeout letter, Pratt & Keene LLP",2016-12-08,human
R032,C089,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:10:21,32,ok,ai_percent,24,24% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 24, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:10:21"", ""status"": ""ok""}",Human,Academic essay,Archaic,515,0,"Thomas Carlyle, Past and Present, Book III, ch. 4",1843-04-01,human_stress
R033,C025,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:11:45,33,ok,ai_percent,94,94% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 94, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:11:45"", ""status"": ""ok""}",AI,Technical how-to,,806,100,"GPT-4o, install-guide prompt",2026-08-05,fully_AI
R034,C081,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:13:30,34,ok,ai_percent,17,17% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 17, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:13:30"", ""status"": ""ok""}",Human,Technical how-to,Technical,438,0,"FDA 2016 guidance excerpt, 'Human Factors Studies'",2016-02-03,human_stress
R035,C071,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:15:04,35,ok,ai_percent,44,44% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 44, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:15:04"", ""status"": ""ok""}",Human,Academic essay,ESL,524,0,"Placement essay, University of Helsinki English exam booklet",2018-04-12,human_stress
R036,C079,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:16:10,36,ok,ai_percent,45,45% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 45, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:16:10"", ""status"": ""ok""}",Human,Blog / opinion,Templated,322,0,"Grant-report narrative template, state arts board",2011-10-19,human_stress
R037,C001,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:17:48,37,ok,ai_percent,88,88% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 88, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:17:48"", ""status"": ""ok""}",AI,Academic essay,,595,100,"GPT-4o, temp 0.7, 2026-07-18 session",2026-07-18,fully_AI
R038,C067,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:19:39,38,ok,ai_percent,77,77% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 77, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:19:39"", ""status"": ""ok""}",Hybrid,Marketing copy,,648,75,2019 promo email + Claude 4 Sonnet replacements (75%),2026-08-19,rewritten_AI
R039,C088,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:20:27,39,ok,ai_percent,35,35% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 35, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:20:27"", ""status"": ""ok""}",Human,Marketing copy,Short,129,0,"Museum wall label, Cleveland Museum of Art collection notes",2019-08-30,human_stress
R040,C087,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:22:30,40,ok,ai_percent,54,54% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 54, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:22:30"", ""status"": ""ok""}",Human,Marketing copy,Short,60,0,"Product caption, Etsy listing (shop since closed)",2017-02-14,human_stress
R041,C090,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:24:28,41,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 0, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:24:28"", ""status"": ""ok""}",Human,Academic essay,Archaic,531,0,"John Ruskin, The Stones of Venice, vol. 2, ch. 6",1853-07-01,human_stress
R042,C008,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:26:36,42,ok,ai_percent,82,82% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 82, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:26:36"", ""status"": ""ok""}",AI,News article,,909,100,"Llama 3.3 70B, news brief prompt",2026-08-06,fully_AI
R043,C047,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:28:27,43,ok,ai_percent,15,15% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 15, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:28:27"", ""status"": ""ok""}",Human,Technical how-to,,462,0,"PostgreSQL 9.4 documentation, 'Concurrency Control'",2014-12-18,human
R044,C061,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:29:33,44,ok,ai_percent,57,57% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 57, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:29:33"", ""status"": ""ok""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,rewritten_AI
R045,C027,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:31:06,45,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 100, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:31:06"", ""status"": ""ok""}",AI,Technical how-to,,765,100,"Gemini 2.0 Flash, CLI how-to prompt",2026-08-11,fully_AI
R046,C058,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:32:22,46,ok,ai_percent,41,41% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 41, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:32:22"", ""status"": ""ok""}",Hybrid,Blog / opinion,,841,75,2014 LiveJournal entry + GPT-4o replacements (75%),2026-08-20,rewritten_AI
R047,C044,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:33:48,47,ok,ai_percent,25,25% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 25, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:33:48"", ""status"": ""ok""}",Human,Marketing copy,,569,0,"Fall 2017 print catalog, Schoolhouse Electric",2017-08-22,human
R048,C049,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:35:09,48,ok,ai_percent,20,20% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 20, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:35:09"", ""status"": ""ok""}",Human,Technical how-to,,565,0,"AWS Elastic Beanstalk Developer Guide, 'Deploying a Flask app,' archived HTML",2015-10-29,human
R049,C019,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:36:33,49,ok,ai_percent,92,92% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 92, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:36:33"", ""status"": ""ok""}",AI,Business / professional,,631,100,"Gemini 2.0 Flash, policy brief prompt",2026-08-21,fully_AI
R050,C021,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:38:12,50,ok,ai_percent,85,85% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 85, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:38:12"", ""status"": ""ok""}",AI,Marketing copy,,502,100,"GPT-4o, landing-page prompt",2026-07-19,fully_AI
R051,C039,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:40:08,51,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 0, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:40:08"", ""status"": ""ok""}",Human,Creative fiction,,733,0,"Ursula K. Le Guin, 'The Ones Who Walk Away from Omelas,' 1973 reprint",1973-10-01,human
R052,C059,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:41:20,52,ok,ai_percent,17,17% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 17, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:41:20"", ""status"": ""ok""}",Hybrid,Creative fiction,,628,25,2013 short-story draft + Claude 4 Sonnet replacements (25%),2026-08-21,AI_assisted
R053,C007,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:42:59,53,ok,ai_percent,87,87% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 87, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:42:59"", ""status"": ""ok""}",AI,News article,,646,100,"Gemini 2.0 Flash, rewrite-as-AP",2026-08-04,fully_AI
R054,C038,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:44:28,54,ok,ai_percent,23,23% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 23, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:44:28"", ""status"": ""ok""}",Human,Creative fiction,,596,0,"Willa Cather, My Ántonia, Book I, ch. 2 (Houghton Mifflin)",1918-09-21,human
R055,C020,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:46:33,55,ok,ai_percent,94,94% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 94, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:46:33"", ""status"": ""ok""}",AI,Business / professional,,766,100,"Llama 3.3 70B, vendor letter prompt",2026-08-22,fully_AI
R056,C016,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:47:09,56,ok,ai_percent,65,65% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 65, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:47:09"", ""status"": ""ok""}",AI,Creative fiction,,800,100,"Llama 3.3 70B, third-person fiction",2026-08-17,fully_AI
R057,C009,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:48:01,57,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 100, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:48:01"", ""status"": ""ok""}",AI,Blog / opinion,,716,100,"GPT-4o, first-person blog prompt",2026-08-07,fully_AI
R058,C040,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:49:51,58,ok,ai_percent,20,20% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 20, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:49:51"", ""status"": ""ok""}",Human,Creative fiction,,405,0,"George Saunders, Tenth of December title story (Random House)",2013-01-08,human
R059,C086,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:50:29,59,ok,ai_percent,35,35% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 35, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:50:29"", ""status"": ""ok""}",Human,Marketing copy,Short,114,0,"Craigslist missed-connections post, San Francisco",2014-05-19,human_stress
R060,C051,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:51:03,60,ok,ai_percent,26,26% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 26, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:51:03"", ""status"": ""ok""}",Hybrid,Academic essay,,799,50,2014 faculty senate minutes + Claude 4 Sonnet replacements (50%),2026-08-13,hybrid
R061,C091,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:53:11,61,ok,ai_percent,22,22% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 22, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:53:11"", ""status"": ""ok""}",Human,Academic essay,Archaic,397,0,"Letter of Abigail Adams to John Adams, Massachusetts Historical Society transcription",1776-03-31,human_stress
R062,C048,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:53:59,62,ok,ai_percent,20,20% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 20, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:53:59"", ""status"": ""ok""}",Human,Technical how-to,,449,0,"Apple Technical Note TN2277 excerpt, developer library snapshot",2015-05-04,human
R063,C080,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:56:04,63,ok,ai_percent,25,25% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 25, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:56:04"", ""status"": ""ok""}",Human,Technical how-to,Technical,360,0,"IEEE 802.11-2012 clause excerpt, licensed reprint",2012-03-29,human_stress
R064,C026,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:58:05,64,ok,ai_percent,74,74% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 74, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T16:58:05"", ""status"": ""ok""}",AI,Technical how-to,,561,100,"Claude 4 Sonnet, troubleshooting prompt",2026-08-08,fully_AI
R065,C033,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:59:37,65,error,ai_percent,,,,timeout,Completion webhook not received before client timeout.,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""status"": ""error"", ""error_code"": ""timeout"", ""error"": ""Completion webhook not received before client timeout."", ""scanned_at"": ""2026-08-26T16:59:37""}",Human,News article,,669,0,"Andrew Higgins, New York Times foreign desk",2018-06-09,human
R066,C013,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:01:12,66,ok,ai_percent,69,69% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 69, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T17:01:12"", ""status"": ""ok""}",AI,Creative fiction,,967,100,"GPT-4o, short-story prompt",2026-08-13,fully_AI
R067,C083,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:03:17,67,ok,ai_percent,29,29% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 29, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T17:03:17"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,701,0,"Commercial lease, Article 12 indemnity clause, Cook County filing",2015-07-30,human_stress
R068,C003,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:04:54,68,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 100, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T17:04:54"", ""status"": ""ok""}",AI,Academic essay,,583,100,"Gemini 2.0 Flash, long-form setting",2026-07-25,fully_AI
R069,C030,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:05:53,69,ok,ai_percent,27,27% AI,Human,,,"{""detector"": ""Copyleaks"", ""ai_percent"": 27, ""sensitivity"": 2, ""scanned_at"": ""2026-08-26T17:05:53"", ""status"": ""ok""}",Human,Academic essay,,653,0,"John Dewey, Democracy and Education, ch. 7 (Macmillan)",1916-01-01,human
